UI/GameTitle,Solar Mission EST,Solar Mission EST,Solar Mission EST
UI/OptionsMenu,Options,Options,Options
HelloWorld,HelloWorld!,HelloWorld!,HelloWorld!
GenericDialogueTest_00,Hello testing 1 2 3,Hello testing 1 2 3,Hello testing 1 2 3
GenericDialogueTest_01,Hello testing 4 5 6,Hello testing 4 5 6,Hello testing 4 5 6
UI/NewGameMenu,New Game,New Game,New Game
UI/ContinueMenu,Continue,Continue,Continue
UI/ExitMenu,Exit,Exit,Exit
UI/MusicAndSoundOptionsMenu,Music and sound,Music and sound,Music and sound
UI/MusicOptionsMenu,Music,Music,Music
UI/SoundOptionsMenu,Sound,Sound,Sound
UI/LanguageOptionsMenu,Language,Language,Language
UI/SpanishOptionsMenu,Spanish,Spanish,Spanish
UI/EnglishOptionsMenu,English,English,English
UI/BackOptionsMenu,Back,Back,Back
Lomnicky/Bienvenida_00,UV& do you copy me? I see you are going to Lomnický štít Observatory,UV& do you copy me? I see you are going to Lomnický štít Observatory,UV& do you copy me? I see you are going to Lomnický štít Observatory
Lomnicky/Bienvenida_01,Great!%This observatory has been monitoring the behavior of the solar corona for more than 60 years.,Great!%This observatory has been monitoring the behavior of the solar corona for more than 60 years.,Great!%This observatory has been monitoring the behavior of the solar corona for more than 60 years.
Lomnicky/Bienvenida_02,It's just what we need right now!%The Sun is reaching the highest levels of activity ever recorded. ,It's just what we need right now!%The Sun is reaching the highest levels of activity ever recorded. ,It's just what we need right now!%The Sun is reaching the highest levels of activity ever recorded. 
Lomnicky/Bienvenida_03,We need you to observe the corona to obtain more information about what is happening!,We need you to observe the corona to obtain more information about what is happening!,We need you to observe the corona to obtain more information about what is happening!
Lomnicky/Bienvenida_04,Above all& don't forget to test the new camera for EST.,Above all& don't forget to test the new camera for EST.,Above all& don't forget to test the new camera for EST.
Lomnicky/Bienvenida_05,Thanks to it& we will be able to study the Sun in different wavelengths with a resolution never achieved before.,Thanks to it& we will be able to study the Sun in different wavelengths with a resolution never achieved before.,Thanks to it& we will be able to study the Sun in different wavelengths with a resolution never achieved before.
Lomnicky/Bienvenida_06,But& be careful. Strange things... are happening...,But& be careful. Strange things... are happening...,But& be careful. Strange things... are happening...
Lomnicky/Bienvenida_07,Good luck! (You will need it).,Good luck! (You will need it).,Good luck! (You will need it).
Lomnicky/PickSkill_00,Congratulations!%You now have the power of generating $solar magnetic tornadoes$!,Congratulations!%You now have the power of generating $solar magnetic tornadoes$!,Congratulations!%You now have the power of generating $solar magnetic tornadoes$!
Lomnicky/PickSkill_01,Magnetic tornadoes are plasma structures rotating in the atmosphere of the Sun.,Magnetic tornadoes are plasma structures rotating in the atmosphere of the Sun.,Magnetic tornadoes are plasma structures rotating in the atmosphere of the Sun.
Lomnicky/PickSkill_02,They can reach velocities of more than 10000 kilometres per hour.,They can reach velocities of more than 10000 kilometres per hour.,They can reach velocities of more than 10000 kilometres per hour.
Lomnicky/PickSkill_03,This ability will help you accomplish your mission!,This ability will help you accomplish your mission!,This ability will help you accomplish your mission!
Lomnicky/Teleferico_00,An aurora!%What??!! ,An aurora!%What??!! ,An aurora!%What??!! 
Lomnicky/Teleferico_01,They occur when particles launched from the Sun collide with the Earth's magnetic field.%It's rare to see them at these low latitudes... ,They occur when particles launched from the Sun collide with the Earth's magnetic field.%It's rare to see them at these low latitudes... ,They occur when particles launched from the Sun collide with the Earth's magnetic field.%It's rare to see them at these low latitudes... 
Lomnicky/Teleferico_02,Certainly& the solar activity must be very intense.%As much as my hunger.%I better hurry up!,Certainly& the solar activity must be very intense.%As much as my hunger.%I better hurry up!,Certainly& the solar activity must be very intense.%As much as my hunger.%I better hurry up!
Lomnicky/Teleferico_Enemies_01,Oh boy!%Am I suffering from altitude sickness?%A bunch of invisible lamps are attacking me! ,Oh boy!%Am I suffering from altitude sickness?%A bunch of invisible lamps are attacking me! ,Oh boy!%Am I suffering from altitude sickness?%A bunch of invisible lamps are attacking me! 
Lomnicky/Teleferico_Enemies_02,I need something to see them and beat them.,I need something to see them and beat them.,I need something to see them and beat them.
Lomnicky/Motor_00,Rats!%The cable car engine doesn't work.%The fuse is even more roasted than my breakfast this morning!,Rats!%The cable car engine doesn't work.%The fuse is even more roasted than my breakfast this morning!,Rats!%The cable car engine doesn't work.%The fuse is even more roasted than my breakfast this morning!
Lomnicky/Motor_01,Intense solar storms may affect the normal working of electrical systems.%I wonder if my toaster is ok.,Intense solar storms may affect the normal working of electrical systems.%I wonder if my toaster is ok.,Intense solar storms may affect the normal working of electrical systems.%I wonder if my toaster is ok.
Lomnicky/TCupula abierta_00,The best conditions for astronomical observations occur high in mountains.%But...,The best conditions for astronomical observations occur high in mountains.%But...,The best conditions for astronomical observations occur high in mountains.%But...
Lomnicky/TCupula abierta_01,It's snowing! And the telescope dome is open! How is this possible?,It's snowing! And the telescope dome is open! How is this possible?,It's snowing! And the telescope dome is open! How is this possible?
Lomnicky/TCupula abierta_02,I have to CLOSE IT before the snow damages the telescope and Spectro kills me.,I have to CLOSE IT before the snow damages the telescope and Spectro kills me.,I have to CLOSE IT before the snow damages the telescope and Spectro kills me.
Lomnicky/Bloqueo escaleras,Wait! What am I doing? It's not lunchtime yet! I have to close the dome before the snow damages the telescope!,Wait! What am I doing? It's not lunchtime yet! I have to close the dome before the snow damages the telescope!,Wait! What am I doing? It's not lunchtime yet! I have to close the dome before the snow damages the telescope!
Lomnicky/Unlock code,Oh no!%I never remember the code to close the dome! Is it my cat’s birthday ...?%Where did I write it down?,Oh no!%I never remember the code to close the dome! Is it my cat’s birthday ...?%Where did I write it down?,Oh no!%I never remember the code to close the dome! Is it my cat’s birthday ...?%Where did I write it down?
Lomnicky/AyudaObservacion_00,Thank goodness!%But it is impossible to observe anything with this snowstorm.,Thank goodness!%But it is impossible to observe anything with this snowstorm.,Thank goodness!%But it is impossible to observe anything with this snowstorm.
Lomnicky/AyudaObservacion_01,I'll ask Eclipse to use the Swedish Solar Telescope (SST).,I'll ask Eclipse to use the Swedish Solar Telescope (SST).,I'll ask Eclipse to use the Swedish Solar Telescope (SST).
Lomnicky/Bloqueo Azotea,I should ask for help first.,I should ask for help first.,I should ask for help first.
Lomnicky/Ayudapc_ 00,Eclipse!%Do you copy?%I need your help! ,Eclipse!%Do you copy?%I need your help! ,Eclipse!%Do you copy?%I need your help! 
Lomnicky/Ayudapc_ 01,A blizzard is preventing me from using the telescope.%Can you make some observations at the SST?,A blizzard is preventing me from using the telescope.%Can you make some observations at the SST?,A blizzard is preventing me from using the telescope.%Can you make some observations at the SST?
Lomnicky/Ayudapc_ 02,Roger that! But you owe me a meal. ,Roger that! But you owe me a meal. ,Roger that! But you owe me a meal. 
Lomnicky/Ayudapc_ 03,Or better& two.,Or better& two.,Or better& two.
Lomnicky/EclipseRecogidaDatos 00,UV& I'm freaking out! ,UV& I'm freaking out! ,UV& I'm freaking out! 
Lomnicky/EclipseRecogidaDatos 01,The solar magnetic field is now even crazier than Spectro at the Christmas party! ,The solar magnetic field is now even crazier than Spectro at the Christmas party! ,The solar magnetic field is now even crazier than Spectro at the Christmas party! 
Lomnicky/EclipseRecogidaDatos 02,The activity has become increasingly explosive.%The consequences for the Earth are unpredictable...,The activity has become increasingly explosive.%The consequences for the Earth are unpredictable...,The activity has become increasingly explosive.%The consequences for the Earth are unpredictable...
Lomnicky/EclipseRecogidaDatos 03,So...,So...,So...
Lomnicky/EclipseRecogidaDatos 04,When are you taking me out for lunch?,When are you taking me out for lunch?,When are you taking me out for lunch?
Lomnicky/EclipseRecogidaDatos 05,Before that& I must calibrate the camera and send it to the European Solar Telescope as soon as possible.,Before that& I must calibrate the camera and send it to the European Solar Telescope as soon as possible.,Before that& I must calibrate the camera and send it to the European Solar Telescope as soon as possible.
Lomnicky/EclipseRecogidaDatos 06,It's the only way to understand what's happening on the Sun...,It's the only way to understand what's happening on the Sun...,It's the only way to understand what's happening on the Sun...
Lomnicky/EclipseRecogidaDatos 07,Do you mind if I order some pizza& instead?,Do you mind if I order some pizza& instead?,Do you mind if I order some pizza& instead?
Lomnicky/SpectroCamara,UV& the snowstorm is over. We need you to test the camera and take it to EST immediately!,UV& the snowstorm is over. We need you to test the camera and take it to EST immediately!,UV& the snowstorm is over. We need you to test the camera and take it to EST immediately!
Lomnicky/SpectroCamara2,I know!%But first& I have to find all the pieces!%Someone has spread them all around the observatory as if they were breadcrumbs!,I know!%But first& I have to find all the pieces!%Someone has spread them all around the observatory as if they were breadcrumbs!,I know!%But first& I have to find all the pieces!%Someone has spread them all around the observatory as if they were breadcrumbs!
Lomnicky/SpectroCamara3,Well& stop thinking about food and hurry up!,Well& stop thinking about food and hurry up!,Well& stop thinking about food and hurry up!
Lomnicky/SpectroPiezasConseguidas_00,Finally& I've gathered all the pieces of the camera!%I have to go quickly to the telescope room and test it. ,Finally& I've gathered all the pieces of the camera!%I have to go quickly to the telescope room and test it. ,Finally& I've gathered all the pieces of the camera!%I have to go quickly to the telescope room and test it. 
Lomnicky/SpectroPiezasConseguidas_01,Spectro must be impatient& he could explode like a coronal mass ejection at any moment.,Spectro must be impatient& he could explode like a coronal mass ejection at any moment.,Spectro must be impatient& he could explode like a coronal mass ejection at any moment.
Lomnicky/SpectroTodoConsegudo 00,Hooray!%The camera works perfectly!%This deserves a great dinner!,Hooray!%The camera works perfectly!%This deserves a great dinner!,Hooray!%The camera works perfectly!%This deserves a great dinner!
Lomnicky/SpectroTodoConsegudo 01,Congratulations UV!%Now go quickly to the cable car and take the camera with you to set it up on EST.%There is no time to waste! ,Congratulations UV!%Now go quickly to the cable car and take the camera with you to set it up on EST.%There is no time to waste! ,Congratulations UV!%Now go quickly to the cable car and take the camera with you to set it up on EST.%There is no time to waste! 
Lomnicky/SpectroTodoConsegudo 02,And bring me some cookies!,And bring me some cookies!,And bring me some cookies!
Lomnicky/CanSee_00,Hello& tiny lamps!%Hiding in that wavelength is useless now.%With my camera& I can perfectly see you. ,Hello& tiny lamps!%Hiding in that wavelength is useless now.%With my camera& I can perfectly see you. ,Hello& tiny lamps!%Hiding in that wavelength is useless now.%With my camera& I can perfectly see you. 
Lomnicky/CanSee_01,Are you ready?%I'm going to turn you into meatballs! ,Are you ready?%I'm going to turn you into meatballs! ,Are you ready?%I'm going to turn you into meatballs! 
Lomnicky/CameraSecured,Camera secured. Mission accomplished. EST progress status& 1/5.,Camera secured. Mission accomplished. EST progress status& 1/5.,Camera secured. Mission accomplished. EST progress status& 1/5.
Lomnicky/SpectropolarimeterSecured,Spectropolarimeter secured. Mission accomplished. EST progress status& 2/5.,Spectropolarimeter secured. Mission accomplished. EST progress status& 2/5.,Spectropolarimeter secured. Mission accomplished. EST progress status& 2/5.
Lomnicky/FiltersSecured,Filters secured. Mission accomplished. EST progress status& 3/5.,Filters secured. Mission accomplished. EST progress status& 3/5.,Filters secured. Mission accomplished. EST progress status& 3/5.
Lomnicky/AOSecured,Adaptative Optics secured. Mission accomplished. EST progress status& 4/5.,Adaptative Optics secured. Mission accomplished. EST progress status& 4/5.,Adaptative Optics secured. Mission accomplished. EST progress status& 4/5.
Lomnicky/HRSecured,Heat Rejecter. Mission accomplished. EST progress status& 5/5.,Heat Rejecter. Mission accomplished. EST progress status& 5/5.,Heat Rejecter. Mission accomplished. EST progress status& 5/5.
PicDuMidi/Intro0,Bonjour& Ms Prominence!%Sorry for disturbing your breakfast at Pic du Midi& but we need your help to... save the world.,Bonjour& Ms Prominence!%Sorry for disturbing your breakfast at Pic du Midi& but we need your help to... save the world.,Bonjour& Ms Prominence!%Sorry for disturbing your breakfast at Pic du Midi& but we need your help to... save the world.
PicDuMidi/Intro1,Solar activity has become crazy& and we hope to find why by observing the Sun at different wavelengths.%Your mission is to get high-quality filters for EST. ,Solar activity has become crazy& and we hope to find why by observing the Sun at different wavelengths.%Your mission is to get high-quality filters for EST. ,Solar activity has become crazy& and we hope to find why by observing the Sun at different wavelengths.%Your mission is to get high-quality filters for EST. 
PicDuMidi/Intro2,It's the only way to observe what is happening in the different layers of the solar atmosphere.,It's the only way to observe what is happening in the different layers of the solar atmosphere.,It's the only way to observe what is happening in the different layers of the solar atmosphere.
PicDuMidi/Intro3,D’accord& Spectro.%I’ll be finished before my coffee gets cold.,D’accord& Spectro.%I’ll be finished before my coffee gets cold.,D’accord& Spectro.%I’ll be finished before my coffee gets cold.
PicDuMidi/Intro4,Not so fast& madame!,Not so fast& madame!,Not so fast& madame!
PicDuMidi/Intro5,Remember you'll have to test them performing some observations at the Jean Rösch telescope.%We must make sure that they are the pieces we need.,Remember you'll have to test them performing some observations at the Jean Rösch telescope.%We must make sure that they are the pieces we need.,Remember you'll have to test them performing some observations at the Jean Rösch telescope.%We must make sure that they are the pieces we need.
PicDuMidi/Intro6,And& watch out!%There are things out there difficult to see with your naked eye& but... they could kill you!,And& watch out!%There are things out there difficult to see with your naked eye& but... they could kill you!,And& watch out!%There are things out there difficult to see with your naked eye& but... they could kill you!
PicDuMidi/AbrigoGafas,Out there is freezing.%I should equip myself with my own $filters$: coat and sunglasses to protect me from the solar radiation.,Out there is freezing.%I should equip myself with my own $filters$: coat and sunglasses to protect me from the solar radiation.,Out there is freezing.%I should equip myself with my own $filters$: coat and sunglasses to protect me from the solar radiation.
PicDuMidi/Skill_0,Congratulations!%With this device& you have the power of creating small solar flares.%The energy released by reconnecting magnetic fields will propel you to the sky!,Congratulations!%With this device& you have the power of creating small solar flares.%The energy released by reconnecting magnetic fields will propel you to the sky!,Congratulations!%With this device& you have the power of creating small solar flares.%The energy released by reconnecting magnetic fields will propel you to the sky!
PicDuMidi/Skill_1,Great...%When I said I wanted to be a star& I wasn’t precisely thinking of this...,Great...%When I said I wanted to be a star& I wasn’t precisely thinking of this...,Great...%When I said I wanted to be a star& I wasn’t precisely thinking of this...
PicDuMidi/ToastersAdvice_0,Beware of the toasters& the only way to defeat them is by pointing directly to their guts.%But we need filters to see what they have inside!,Beware of the toasters& the only way to defeat them is by pointing directly to their guts.%But we need filters to see what they have inside!,Beware of the toasters& the only way to defeat them is by pointing directly to their guts.%But we need filters to see what they have inside!
PicDuMidi/TrapDoor_0,This trapdoor leads to the Jean Rösch telescope control room.%But first& I should take off the telescope lid from the outside.,This trapdoor leads to the Jean Rösch telescope control room.%But first& I should take off the telescope lid from the outside.,This trapdoor leads to the Jean Rösch telescope control room.%But first& I should take off the telescope lid from the outside.
PicDuMidi/UseCoronagraph_0,Ms. Prominence!%Twitter is on fire about the possibility that the sun releases a Coronal Mass Ejection inminently.,Ms. Prominence!%Twitter is on fire about the possibility that the sun releases a Coronal Mass Ejection inminently.,Ms. Prominence!%Twitter is on fire about the possibility that the sun releases a Coronal Mass Ejection inminently.
PicDuMidi/UseCoronagraph_1,Please use your coronagraph and check it. There is no time to lose!%I think you could get really good images of the solar corona with the CLIMSO coronograph.,Please use your coronagraph and check it. There is no time to lose!%I think you could get really good images of the solar corona with the CLIMSO coronograph.,Please use your coronagraph and check it. There is no time to lose!%I think you could get really good images of the solar corona with the CLIMSO coronograph.
PicDuMidi/UseCoronagraph_2,No problem& Spectro!,No problem& Spectro!,No problem& Spectro!
PicDuMidi/Shortcircuit_0,Oh no!%I'm afraid that the toasters have burned the coronagraph controls...,Oh no!%I'm afraid that the toasters have burned the coronagraph controls...,Oh no!%I'm afraid that the toasters have burned the coronagraph controls...
PicDuMidi/Shortcircuit_1,Got it!%I’ll call UV.%He can make great observations at Lomnický Peak.,Got it!%I’ll call UV.%He can make great observations at Lomnický Peak.,Got it!%I’ll call UV.%He can make great observations at Lomnický Peak.
PicDuMidi/UVContact_0,UV!%My coronagraph is sabotaged& and Spectro needs images of the solar corona.%Could you take them from Lomnicky?,UV!%My coronagraph is sabotaged& and Spectro needs images of the solar corona.%Could you take them from Lomnicky?,UV!%My coronagraph is sabotaged& and Spectro needs images of the solar corona.%Could you take them from Lomnicky?
PicDuMidi/UVContact_1,Sure& Ms. Prominence!,Sure& Ms. Prominence!,Sure& Ms. Prominence!
PicDuMidi/ReturnData_0,Done& Ms Prominence!%I’m sending Spectro amazing pictures of the corona.,Done& Ms Prominence!%I’m sending Spectro amazing pictures of the corona.,Done& Ms Prominence!%I’m sending Spectro amazing pictures of the corona.
PicDuMidi/ReturnData_1,Thank you so much& UV!%I owe you a big ‘like’ on your next selfie!,Thank you so much& UV!%I owe you a big ‘like’ on your next selfie!,Thank you so much& UV!%I owe you a big ‘like’ on your next selfie!
PicDuMidi/ReturnData_2,Thank you both.%But let’s stop procrastinating.%We need those filters for EST! Come on!,Thank you both.%But let’s stop procrastinating.%We need those filters for EST! Come on!,Thank you both.%But let’s stop procrastinating.%We need those filters for EST! Come on!
PicDuMidi/TelescopeReady,The telescope is ready!%Get all the filters and test them!%Hurry up!,The telescope is ready!%Get all the filters and test them!%Hurry up!,The telescope is ready!%Get all the filters and test them!%Hurry up!
PicDuMidi/NeedMoreFilters,I need the appropriate filters to see the image.%Why didn't I store them all together...?,I need the appropriate filters to see the image.%Why didn't I store them all together...?together...?,I need the appropriate filters to see the image.%Why didn't I store them all together...?
PicDuMidi/Laberynth,I think the last time I was here& Galileo was still a postdoc...,I think the last time I was here& Galileo was still a postdoc...,I think the last time I was here& Galileo was still a postdoc...
PicDuMidi/CollectFilters_0,Congratulations Ms. Prominence!%You’ve collected all the filters!,Congratulations Ms. Prominence!%You’ve collected all the filters!,Congratulations Ms. Prominence!%You’ve collected all the filters!
PicDuMidi/CollectFilters_1,It’s time to test them.%Let’s see which features you can distinguish in the solar atmosphere!,It’s time to test them.%Let’s see which features you can distinguish in the solar atmosphere!,It’s time to test them.%Let’s see which features you can distinguish in the solar atmosphere!
PicDuMidi/BackFromPuzzle_0,That's incredible! We've never seen such activity level before. ,That's incredible! We've never seen such activity level before. ,That's incredible! We've never seen such activity level before. 
PicDuMidi/BackFromPuzzle_1,The Sun is having a ball! Although... is not fun at all.,The Sun is having a ball! Although... is not fun at all.,The Sun is having a ball! Although... is not fun at all.
PicDuMidi/BackFromPuzzle_2,We need those filters immediately!,We need those filters immediately!,We need those filters immediately!
PicDuMidi/BackFromPuzzle_3,On my way!,On my way!,On my way!
PicDuMidi/FinalFight,Those toasters have no secrets for me now!%Equipped with the filters& I can see their weak point.%They'll regret spoiling my breakfast!,Those toasters have no secrets for me now!%Equipped with the filters& I can see their weak point.%They'll regret spoiling my breakfast!,Those toasters have no secrets for me now!%Equipped with the filters& I can see their weak point.%They'll regret spoiling my breakfast!
PicDuMidi/MisionAccomplished,Mission accomplished. Your filters are heading for EST.,Mission accomplished. Your filters are heading for EST.,Mission accomplished. Your filters are heading for EST.
PicDuMidi/Reaccion,Cuidado! El flare puede producir una CME necesitamos verificarlo en el cronógrafo.,Cuidado! El flare puede producir una CME necesitamos verificarlo en el cronógrafo.,Cuidado! El flare puede producir una CME necesitamos verificarlo en el cronógrafo.
PicDuMidi/Ayuda,Eso está completamente inutilizable. Necesitaré que UV me ayude desde SST,Eso está completamente inutilizable. Necesitaré que UV me ayude desde SST,Eso está completamente inutilizable. Necesitaré que UV me ayude desde SST
PicDuMidi/Ayuda1,Necesitaré que UV me ayude desde SST,Necesitaré que UV me ayude desde SST,Necesitaré que UV me ayude desde SST
PicDuMidi/Ayuda2,UV podrías ayudarme usando el cronógrafo desde allí?,UV podrías ayudarme usando el cronógrafo desde allí?,UV podrías ayudarme usando el cronógrafo desde allí?
PicDuMidi/Ayuda3,Sin problema yo me encargo!,Sin problema yo me encargo!,Sin problema yo me encargo!
PicDuMidi/BuscarFiltros,Todo parece estar correcto. Es hora de encontrar los filtros para el estudio.,Todo parece estar correcto. Es hora de encontrar los filtros para el estudio.,Todo parece estar correcto. Es hora de encontrar los filtros para el estudio.
PicDuMidi/Destapar telescopio,Primero deberías destapar el telescopio,Primero deberías destapar el telescopio,Primero deberías destapar el telescopio
PicDuMidi/Conseguir Filtros,Necesito encontrar todos los filtros para probarlos,Necesito encontrar todos los filtros para probarlos,Necesito encontrar todos los filtros para probarlos
Einstein/Intro0,Flare!%Are you already close to the Einstein Tower? Great!,Flare!%Are you already close to the Einstein Tower? Great!,Flare!%Are you already close to the Einstein Tower? Great!
Einstein/Intro1,Did you know that it was the first solar tower built in Europe?%I still remember when we laid the first brick.%I was a young man with a mane flowing in the wind...,Did you know that it was the first solar tower built in Europe?%I still remember when we laid the first brick.%I was a young man with a mane flowing in the wind...,Did you know that it was the first solar tower built in Europe?%I still remember when we laid the first brick.%I was a young man with a mane flowing in the wind...
Einstein/Intro2,But let's not linger!%The Einstein Tower has one of the best laboratories in the world for developing solar instruments.%We need you to get a SPECTROPOLARIMETER from there& immediately!,But let's not linger!%The Einstein Tower has one of the best laboratories in the world for developing solar instruments.%We need you to get a SPECTROPOLARIMETER from there& immediately!,But let's not linger!%The Einstein Tower has one of the best laboratories in the world for developing solar instruments.%We need you to get a SPECTROPOLARIMETER from there& immediately!
Einstein/Intro3,With it& we can decompose and analyze the sunlight in the European Solar Telescope.,With it& we can decompose and analyze the sunlight in the European Solar Telescope.,With it& we can decompose and analyze the sunlight in the European Solar Telescope.
Einstein/Intro4,Good luck!,Good luck!,Good luck!
Einstein/FirstCombat0,Those crazy machines aren't going to make things easy for us...,Those crazy machines aren't going to make things easy for us...,Those crazy machines aren't going to make things easy for us...
Einstein/FirstCombat1,That's why we've outfitted you with our latest invention: a miniature Coronal Mass Ejection cannon. It is the pocket version of one of the most energetic events in the Solar System.,That's why we've outfitted you with our latest invention: a miniature Coronal Mass Ejection cannon. It is the pocket version of one of the most energetic events in the Solar System.,That's why we've outfitted you with our latest invention: a miniature Coronal Mass Ejection cannon. It is the pocket version of one of the most energetic events in the Solar System.
Einstein/FirstCombat2,Shoot them a discharge!,Shoot them a discharge!,Shoot them a discharge!
Einstein/BarrierTip0,Oh no! The solar storm has damaged the mechanism that opens the barrier.,Oh no! The solar storm has damaged the mechanism that opens the barrier.,Oh no! The solar storm has damaged the mechanism that opens the barrier.
Einstein/BarrierTip1,The barrier works with solar energy... try using your cannon to activate it. But without blowing it up!,The barrier works with solar energy... try using your cannon to activate it. But without blowing it up!,The barrier works with solar energy... try using your cannon to activate it. But without blowing it up!
Einstein/BeamSplitterOutside_00,Look! A beam splitter!,Look! A beam splitter!,Look! A beam splitter!
Einstein/BeamSplitterOutside_01,The optical device splits the light into different rays& each with a different polarisation. I'll give it a try!,The optical device splits the light into different rays& each with a different polarisation. I'll give it a try!,The optical device splits the light into different rays& each with a different polarisation. I'll give it a try!
Einstein/TVWarning0,Watch out Flare! Mum always warned me about too much TV. But...,Watch out Flare! Mum always warned me about too much TV. But...,Watch out Flare! Mum always warned me about too much TV. But...
Einstein/TVWarning1,Don't worry! It's time to switch over the channel.,Don't worry! It's time to switch over the channel.,Don't worry! It's time to switch over the channel.
Einstein/TVWarning2,No! Wait! Those TV are polarised.%We can't see them clearly without a spectropolarimeter.%Anything else will be useless!,No! Wait! Those TV are polarised.%We can't see them clearly without a spectropolarimeter.%Anything else will be useless!,No! Wait! Those TV are polarised.%We can't see them clearly without a spectropolarimeter.%Anything else will be useless!
Einstein/TVWarning3,The best option& for now& is to run away!,The best option& for now& is to run away!,The best option& for now& is to run away!
Einstein/TowerEntrance_00,Hurry up!%The laboratory is in the basement.%You have to go in there and get the spectropolarimeter,Hurry up!%The laboratory is in the basement.%You have to go in there and get the spectropolarimeter,Hurry up!%The laboratory is in the basement.%You have to go in there and get the spectropolarimeter
Einstein/TowerEntrance_01,You have to go in there and get the spectropolarimeter,You have to go in there and get the spectropolarimeter,You have to go in there and get the spectropolarimeter
Einstein/FirstBasementAdvice0,Damn!%The door to the instrument room is closed.,Damn!%The door to the instrument room is closed.,Damn!%The door to the instrument room is closed.
Einstein/FirstBasementAdvice1,The lab is fed with sunlight from the dome.%Go up and move the coelostat to send the light beam to the basement.,The lab is fed with sunlight from the dome.%Go up and move the coelostat to send the light beam to the basement.,The lab is fed with sunlight from the dome.%Go up and move the coelostat to send the light beam to the basement.
Einstein/FirstDomeAdvice_00,It is too dark!%I have to open the dome and let the light come in. ,It is too dark!%I have to open the dome and let the light come in. ,It is too dark!%I have to open the dome and let the light come in. 
Einstein/FirstDomeAdvice_01,The last time I was observing the Sun& there was a button over here...,The last time I was observing the Sun& there was a button over here...,The last time I was observing the Sun& there was a button over here...
Einstein/DomeNeedMirror0,This is much better!%But oh no!%The coelostat mirror is too old and needs maintance!,This is much better!%But oh no!%The coelostat mirror is too old and needs maintance!,This is much better!%But oh no!%The coelostat mirror is too old and needs maintance!
Einstein/DomeNeedMirror1,There is no time for handicrafts!%We recently got a new mirror with improved reflectivity.% It must be in the storage room!,There is no time for handicrafts!%We recently got a new mirror with improved reflectivity.% It must be in the storage room!,There is no time for handicrafts!%We recently got a new mirror with improved reflectivity.% It must be in the storage room!
Einstein/GetMirror,You've got it!%Go back to the dome and fix the coelostat.,You've got it!%Go back to the dome and fix the coelostat.,You've got it!%Go back to the dome and fix the coelostat.
Einstein/PlaceMirror0,Great!%The coelostat is fixed!%But last observations were at sunset!,Great!%The coelostat is fixed!%But last observations were at sunset!,Great!%The coelostat is fixed!%But last observations were at sunset!
Einstein/PlaceMirror1,Now you have to point the mirror to the Sun so that the light reaches the instrument lab in the basement.%Use the three levers on the wall:,Now you have to point the mirror to the Sun so that the light reaches the instrument lab in the basement.%Use the three levers on the wall:,Now you have to point the mirror to the Sun so that the light reaches the instrument lab in the basement.%Use the three levers on the wall:
Einstein/PlaceMirror2,One of them controls the coelostat's base.%Another lever rotates the primary mirror.%And the third one moves the secondary mirror.,One of them controls the coelostat's base.%Another lever rotates the primary mirror.%And the third one moves the secondary mirror.,One of them controls the coelostat's base.%Another lever rotates the primary mirror.%And the third one moves the secondary mirror.
Einstein/PlaceMirror3,Another lever rotates the primary mirror.,Another lever rotates the primary mirror.,Another lever rotates the primary mirror.
Einstein/PlaceMirror4,And the third one moves the secondary mirror.,And the third one moves the secondary mirror.,And the third one moves the secondary mirror.
